attrition,gender,birthday,age,staff_category,stock_options,job_title,hire_date,performance_rating,employee_satisfaction,last_promotion_date,recent_salary,prior_salary,last_raise,commute_distance,percent_travel,marital_status,education,employee_id
No,female,1966-11-04,52,Salaried,Not Eligible,Clerk Statistical,2008-06-11,C,57,2015-04-06,109558,101442,8116,6,77,Single,Some College,2001471595
No,male,1967-08-28,51,Hourly,Eligible,Clerk Brokerage,2013-02-17,D,76,2017-07-23,197068,180796,16272,2,37,Single,Bachelors Degree,2001471596
No,male,1973-05-18,46,Salaried,Eligible,Branch Manager 1 Banking,2017-05-19,C,93,2014-08-15,131080,124838,6242,16,92,Single,Graduate Degree,2001471597
No,male,1970-03-28,49,Salaried,Not Eligible,Mechanic Telephone Maintenance,2013-05-27,D,78,2017-11-01,159501,139913,19588,7,81,Single,PhD,2001471598
Yes,male,1972-10-22,46,Salaried,Not Eligible,Lab Utilities Technician,2009-01-09,C,50,2014-08-17,190659,165790,24869,40,13,Married,Bachelors Degree,2001471599
Yes,male,1972-06-05,47,Salaried,Not Eligible,Physical Therapy Head,2011-03-30,B,74,2014-09-21,131483,117395,14088,13,69,Single,Graduate Degree,2001471600
No,female,1963-10-19,55,Hourly,Not Eligible,Heavy Truck Driver,2014-10-05,A,80,2017-03-03,172494,164280,8214,16,49,Married,Some College,2001471601
No,male,1971-01-23,48,Hourly,Eligible,Clerk Health Unit,2011-07-15,B,70,2013-08-08,65637,60774,4863,3,14,Married,PhD,2001471602
No,male,1965-01-25,54,Hourly,Not Eligible,Rehabilitation Clerk,2017-11-17,D,66,2015-03-10,190126,171284,18842,33,99,Married,Bachelors Degree,2001471603
No,male,1964-02-24,55,Salaried,Not Eligible,Loan Clerk 2,2017-06-03,C,42,2018-05-07,111466,101332,10134,21,23,Married,PhD,2001471604
No,female,1973-07-31,45,Salaried,Not Eligible,Medical Dental Hygienist,2017-05-16,B,54,2014-05-24,100644,88284,12360,35,95,Married,Graduate Degree,2001471605
No,female,1980-06-03,39,Salaried,Eligible,Truck Driver Dump,2007-02-08,C,40,2015-04-19,60722,57284,3438,35,60,Married,PhD,2001471606
No,female,1964-03-10,55,Salaried,Not Eligible,Assistant Accountant,2008-08-22,D,82,2018-04-22,130427,120765,9662,6,39,Married,PhD,2001471607
No,male,1958-08-07,60,Salaried,Not Eligible,Traffic Agent,2004-06-18,D,87,2015-10-22,120352,120352,0,15,73,Married,Graduate Degree,2001471608
No,male,1975-11-04,43,Hourly,Not Eligible,Business Manager College/University,2004-04-08,B,37,2014-10-04,79786,69987,9799,40,94,Single,Bachelors Degree,2001471609
Yes,male,1969-08-21,49,Salaried,Not Eligible,Customer Service Representative 1,2016-05-11,D,98,2015-01-30,186164,177299,8865,9,22,Married,PhD,2001471610
No,female,1959-03-31,60,Salaried,Eligible,Case Aide,2003-12-10,C,46,2013-08-03,121632,121632,0,44,11,Married,PhD,2001471611
No,male,1972-11-29,46,Salaried,Not Eligible,Insurance Automobile Damage Appraiser,2014-01-30,D,33,2013-09-14,139186,132558,6628,4,22,Married,Graduate Degree,2001471612
No,male,1966-07-20,52,Salaried,Not Eligible,Social Medical Researcher,2012-06-12,A,65,2017-09-19,113512,98706,14806,37,81,Single,Some College,2001471613
Yes,male,1973-04-29,46,Hourly,Not Eligible,Analyst Rate,2014-07-29,A,79,2014-01-09,164942,151322,13620,36,44,Married,Bachelors Degree,2001471614
No,male,1983-02-08,36,Salaried,Not Eligible,Electronics Inspector,2003-12-26,A,53,2014-06-12,78285,73853,4432,19,71,Married,Bachelors Degree,2001471615
No,female,1964-08-02,54,Salaried,Not Eligible,Pollution Control Technician,2017-03-25,B,89,2017-02-08,193627,172881,20746,10,73,Married,Bachelors Degree,2001471616
No,female,1960-05-17,59,Salaried,Not Eligible,Health & Safety Officer,2010-04-18,C,86,2014-09-29,92984,85306,7678,20,85,Single,Some College,2001471617
No,female,1974-02-05,45,Salaried,Not Eligible,Technologist Science,2004-09-02,A,37,2017-10-25,165858,165858,0,40,46,Married,Some College,2001471618
No,male,1984-01-28,35,Salaried,Not Eligible,Medical Psychiatrist,2016-12-29,B,78,2016-03-24,150914,142371,8543,13,26,Single,Some College,2001471619
No,female,1963-07-16,55,Salaried,Not Eligible,Administrator Contract,2003-11-28,D,47,2017-04-13,54532,52943,1589,19,43,Married,Graduate Degree,2001471620
No,female,1972-11-13,46,Salaried,Eligible,Computer Webmaster,2017-08-18,D,80,2014-01-27,112092,112092,0,18,98,Single,Graduate Degree,2001471621
No,male,1966-06-01,53,Salaried,Not Eligible,Lathe Operator Numerical Control,2015-02-15,B,71,2013-12-23,125226,122770,2456,10,20,Single,PhD,2001471622
No,female,1969-04-01,50,Hourly,Eligible,Packaging Manager,2011-01-12,D,51,2014-12-15,193442,175856,17586,16,71,Single,Bachelors Degree,2001471623
No,female,1964-07-16,54,Salaried,Not Eligible,Loan Review Analyst,2011-11-23,C,74,2014-04-05,73937,69100,4837,26,58,Married,Graduate Degree,2001471624
Yes,male,1982-05-28,37,Salaried,Not Eligible,Supervisor Help Desk,2015-01-16,C,83,2015-03-08,98526,98526,0,1,23,Single,Bachelors Degree,2001471625
No,male,1981-07-02,37,Salaried,Not Eligible,Power Plant Operator,2010-06-01,B,73,2016-05-14,68914,61530,7384,44,36,Married,Bachelors Degree,2001471626
Yes,male,1980-11-23,38,Salaried,Not Eligible,Financial Aid Counselor,2009-08-07,D,78,2018-04-17,52808,47574,5234,45,55,Married,Some College,2001471627
Yes,male,1967-04-16,52,Hourly,Not Eligible,Structural Drafter,2013-12-23,A,45,2014-04-01,69811,66486,3325,40,10,Single,Graduate Degree,2001471628
No,female,1958-07-20,60,Hourly,Not Eligible,Supervisor Media,2016-07-01,B,30,2016-01-25,170317,170317,0,34,41,Single,Graduate Degree,2001471629
No,male,1966-11-01,52,Hourly,Not Eligible,Supervisor Tool Design,2015-12-22,D,36,2017-10-02,59185,54298,4887,30,80,Single,PhD,2001471630
Yes,male,1976-10-10,42,Salaried,Not Eligible,Computer Information Scientist,2012-01-17,B,46,2013-12-05,158409,153795,4614,19,13,Married,PhD,2001471631
Yes,female,1969-05-25,50,Hourly,Not Eligible,Reservation Clerk,2004-07-20,A,39,2014-02-04,159243,142181,17062,35,64,Single,Graduate Degree,2001471632
No,female,1963-03-15,56,Salaried,Not Eligible,Water Treatment Operator,2009-05-01,A,68,2018-02-04,131257,115137,16120,40,94,Married,Graduate Degree,2001471633
No,female,1967-01-03,52,Hourly,Not Eligible,Aide Biological,2010-07-24,A,99,2014-08-27,112247,107929,4318,32,46,Married,Some College,2001471634
No,male,1973-11-11,45,Hourly,Not Eligible,Wide Area Network Administrator,2006-11-02,C,71,2017-03-22,199332,184566,14766,36,94,Married,Some College,2001471635
No,female,1966-11-15,52,Salaried,Not Eligible,Foreign Clerk,2004-02-22,B,84,2017-03-22,132438,115163,17275,18,80,Single,Bachelors Degree,2001471636
No,male,1980-04-05,39,Salaried,Not Eligible,Television & Radio Repairer,2013-11-02,D,76,2017-07-28,141530,141530,0,2,94,Single,PhD,2001471637
No,female,1976-03-22,43,Salaried,Eligible,Technician Electromechanical,2005-10-17,D,34,2016-01-03,76618,69025,7593,33,18,Married,Some College,2001471638
No,female,1979-05-30,40,Salaried,Not Eligible,Machine Heavy Press Operator,2016-02-11,B,95,2017-11-04,133912,119564,14348,18,34,Married,Some College,2001471639
No,male,1984-01-04,35,Hourly,Not Eligible,Manager Applications Programming,2013-10-18,C,49,2018-02-17,146528,127415,19113,0,38,Single,Bachelors Degree,2001471640
No,male,1959-01-22,60,Salaried,Not Eligible,Wholesaler,2006-02-19,C,84,2015-02-09,139948,128392,11556,2,76,Married,PhD,2001471641
No,male,1974-09-08,44,Hourly,Not Eligible,Transmission Mechanic,2009-02-06,A,70,2017-05-28,154161,145434,8727,12,63,Single,Some College,2001471642
No,female,1975-02-09,44,Hourly,Not Eligible,IT Supervisor Systems Analysis,2017-07-03,D,44,2017-04-17,64408,59637,4771,7,82,Married,PhD,2001471643
No,female,1965-03-15,54,Hourly,Not Eligible,Generic Clerk Interviewing,2014-02-28,B,88,2018-05-30,90155,90155,0,37,15,Married,Graduate Degree,2001471644
No,male,1969-06-16,50,Salaried,Not Eligible,Director Social Services,2015-02-18,D,100,2016-08-28,94336,82031,12305,42,51,Single,PhD,2001471645
No,male,1974-10-23,44,Hourly,Not Eligible,Electric Utility Drafter,2013-05-12,D,53,2016-06-21,84484,81234,3250,11,25,Single,PhD,2001471646
No,female,1967-01-14,52,Salaried,Not Eligible,Cutter Optical Lens,2016-04-23,D,62,2015-01-25,106866,106866,0,35,23,Married,Some College,2001471647
No,female,1980-11-01,38,Salaried,Not Eligible,Audiologist,2012-02-13,B,99,2016-02-04,95385,94440,945,13,61,Married,Some College,2001471648
Yes,female,1970-01-04,49,Hourly,Not Eligible,Medical Cephalometric Analyst,2011-04-23,B,34,2016-10-01,150744,150744,0,19,64,Single,Graduate Degree,2001471649
Yes,male,1960-03-27,59,Salaried,Eligible,Mailroom Messenger,2016-10-04,A,48,2018-05-06,162386,157656,4730,2,18,Married,Graduate Degree,2001471650
Yes,male,1960-08-09,58,Salaried,Not Eligible,Medical Nursing Instructor,2005-09-09,C,45,2015-11-15,170807,153880,16927,13,70,Married,Graduate Degree,2001471651
Yes,male,1979-09-15,39,Salaried,Not Eligible,Circulation Manager,2016-04-26,B,95,2014-10-28,135614,132954,2660,22,84,Single,PhD,2001471652
Yes,male,1979-04-07,40,Salaried,Not Eligible,Human Resources Sprvr Employee Relations,2003-10-18,C,79,2015-06-09,98724,98724,0,5,65,Married,Bachelors Degree,2001471653
No,male,1971-11-05,47,Salaried,Not Eligible,IT Processing Scheduler,2018-05-23,C,56,2017-05-26,199034,195131,3903,23,31,Married,Graduate Degree,2001471654
No,male,1969-05-20,50,Salaried,Not Eligible,Diagnostic Medical Sonographer,2009-10-22,D,75,2015-03-07,110391,99451,10940,18,45,Married,Graduate Degree,2001471655
Yes,male,1969-03-09,50,Salaried,Not Eligible,Medical Technologist,2012-12-26,D,82,2015-10-05,193282,193282,0,27,45,Single,PhD,2001471656
No,male,1963-11-12,55,Hourly,Not Eligible,Aircraft Mechanic for Props,2012-01-10,A,89,2016-09-04,113443,113443,0,34,96,Single,Bachelors Degree,2001471657
Yes,male,1962-07-12,56,Salaried,Not Eligible,Chief Aircraft Mechanic,2012-12-01,C,57,2015-06-07,102849,95230,7619,27,74,Married,Some College,2001471658
No,male,1962-04-03,57,Salaried,Not Eligible,Microbiology Technologist,2014-03-03,D,33,2014-10-30,64583,59799,4784,39,79,Married,Bachelors Degree,2001471659
No,female,1964-07-25,54,Salaried,Not Eligible,Technical Aide Test Data,2010-11-20,D,99,2015-08-10,113424,113424,0,44,96,Married,Bachelors Degree,2001471660
Yes,male,1980-02-01,39,Salaried,Not Eligible,Underwriter Casualty,2004-01-26,C,91,2015-01-31,52855,48490,4365,36,46,Married,Graduate Degree,2001471661
No,male,1966-03-15,53,Salaried,Not Eligible,Refuse Truck Driver,2012-09-11,D,64,2015-05-25,74613,67218,7395,38,77,Married,Graduate Degree,2001471662
Yes,female,1983-09-30,35,Salaried,Not Eligible,Loan Review Analyst,2004-07-19,D,38,2015-06-05,178532,176764,1768,30,65,Married,Some College,2001471663
No,male,1958-11-22,60,Salaried,Eligible,Machinery Erector,2003-09-27,B,82,2017-11-21,110594,96168,14426,43,51,Married,Graduate Degree,2001471664
No,female,1974-04-08,45,Hourly,Not Eligible,Clerk Cancellation,2012-01-23,A,56,2014-03-31,72878,72878,0,41,53,Single,PhD,2001471665
No,female,1973-08-31,45,Salaried,Not Eligible,Retail Area Manager,2012-05-04,D,65,2014-10-10,140411,140411,0,7,49,Married,Some College,2001471666
No,female,1961-03-18,58,Hourly,Eligible,Store Decorator,2009-08-27,B,51,2016-09-19,51874,45503,6371,1,17,Married,Graduate Degree,2001471667
No,male,1982-11-23,36,Salaried,Eligible,Supervisor 2 Product Development,2015-10-01,C,90,2015-03-14,161563,158395,3168,1,67,Married,Some College,2001471668
No,female,1964-01-21,55,Hourly,Not Eligible,Website Coordinator,2014-01-09,D,85,2016-05-25,68452,67109,1343,27,15,Married,Bachelors Degree,2001471669
No,female,1962-04-24,57,Salaried,Not Eligible,Cab Driver,2016-09-14,A,45,2017-09-02,54579,51980,2599,18,73,Married,Bachelors Degree,2001471670
No,male,1960-11-06,58,Salaried,Not Eligible,Air Conditioning Installer 1,2013-03-07,D,81,2016-12-20,199368,191700,7668,45,19,Married,PhD,2001471671
No,male,1980-02-08,39,Hourly,Not Eligible,Cargo Services Supervisor,2004-05-02,B,39,2016-09-16,164893,164893,0,12,47,Married,Graduate Degree,2001471672
No,male,1978-04-13,41,Hourly,Not Eligible,Structural Steel Erector,2008-02-17,C,60,2017-03-25,95651,92865,2786,39,87,Married,PhD,2001471673
No,male,1974-03-26,45,Salaried,Not Eligible,Supervisor Call Center,2012-09-23,D,70,2017-02-07,71013,71013,0,5,37,Married,Bachelors Degree,2001471674
No,male,1972-03-31,47,Salaried,Eligible,Searcher Title,2004-01-29,C,84,2016-07-30,98984,98984,0,31,45,Single,Graduate Degree,2001471675
No,male,1977-07-13,41,Salaried,Not Eligible,Plant Personnel Supervisor,2013-09-11,A,66,2015-08-06,69004,62730,6274,25,13,Married,PhD,2001471676
Yes,male,1973-06-07,46,Salaried,Not Eligible,Hand Packager,2013-10-31,B,65,2014-12-30,141193,134469,6724,22,81,Single,Some College,2001471677
No,female,1963-05-11,56,Salaried,Not Eligible,Statement Clerk,2017-01-22,D,56,2013-09-25,182016,162514,19502,5,95,Married,Some College,2001471678
Yes,male,1969-04-06,50,Salaried,Not Eligible,Planner Facilities,2010-04-17,A,45,2014-05-17,178260,160594,17666,33,26,Single,Graduate Degree,2001471679
No,female,1969-08-02,49,Salaried,Not Eligible,Technician Engineering Specifications,2017-08-22,D,73,2017-09-13,161544,145535,16009,33,68,Single,PhD,2001471680
No,male,1963-04-17,56,Salaried,Not Eligible,Bookkeeper,2013-02-16,C,67,2017-01-02,158602,148226,10376,7,40,Married,Bachelors Degree,2001471681
No,female,1976-05-12,43,Salaried,Not Eligible,Supervisor Equal Opportunity,2004-05-06,A,83,2013-06-17,158564,151013,7551,20,92,Married,Bachelors Degree,2001471682
Yes,male,1971-04-09,48,Hourly,Not Eligible,Branch Manager 1 Banking,2007-04-13,C,82,2016-03-16,66943,59770,7173,4,89,Married,Some College,2001471683
No,female,1974-11-02,44,Salaried,Not Eligible,Operator Extractor,2010-04-18,A,67,2014-03-23,100076,100076,0,1,18,Married,PhD,2001471684
No,female,1965-10-10,53,Salaried,Eligible,Dental Ceramist,2015-08-11,C,100,2015-05-07,149636,141166,8470,41,27,Married,PhD,2001471685
Yes,female,1983-09-26,35,Hourly,Not Eligible,Manager Administrative Services,2004-11-06,D,68,2013-09-06,99591,93953,5638,37,81,Single,Graduate Degree,2001471686
Yes,male,1960-02-07,59,Salaried,Eligible,Supervisor Merchandising,2006-06-06,B,64,2013-10-16,112603,101444,11159,3,71,Married,Bachelors Degree,2001471687
Yes,male,1963-04-19,56,Salaried,Not Eligible,Supervisor Technical Publications,2015-11-03,C,61,2013-10-12,152335,133627,18708,37,49,Married,Bachelors Degree,2001471688
No,female,1965-01-21,54,Hourly,Not Eligible,Technician X-Ray,2004-03-31,C,41,2016-04-05,68330,68330,0,41,50,Married,Graduate Degree,2001471689
Yes,male,1963-10-12,55,Salaried,Not Eligible,Engineering Specialist,2006-06-13,D,59,2018-04-15,134273,126672,7601,40,94,Single,Some College,2001471690
No,female,1978-08-11,40,Salaried,Not Eligible,Dosimetrist,2013-01-25,C,89,2014-05-19,85055,78032,7023,18,82,Married,Bachelors Degree,2001471691
No,female,1978-02-22,41,Hourly,Not Eligible,Collector Loan,2008-02-02,A,86,2015-08-14,77114,70103,7011,27,91,Single,Some College,2001471692
No,female,1968-10-19,50,Hourly,Eligible,Automotive Servicer,2006-11-16,B,98,2018-03-02,125373,109020,16353,20,45,Married,Some College,2001471693
No,female,1967-08-26,51,Salaried,Not Eligible,Supervisor Hotel Baggage,2017-01-21,A,33,2014-06-11,69013,62173,6840,19,38,Married,PhD,2001471694
No,female,1969-10-04,49,Hourly,Eligible,Machine Operator Injection,2014-09-15,A,45,2014-10-28,172008,154962,17046,24,85,Single,PhD,2001471695
Yes,female,1959-10-09,59,Salaried,Not Eligible,Call Center Supervisor,2015-11-23,B,90,2017-04-14,138408,130573,7835,36,76,Married,Graduate Degree,2001471696
No,female,1965-12-13,53,Hourly,Not Eligible,Agent Traffic Sales,2008-05-04,C,86,2016-08-26,198863,175984,22879,33,45,Single,Bachelors Degree,2001471697
No,female,1966-04-19,53,Salaried,Not Eligible,Dentist,2013-08-30,D,30,2016-02-16,77517,68599,8918,0,62,Married,Bachelors Degree,2001471698
No,female,1971-08-15,47,Salaried,Not Eligible,Sales Telemarketing Supervisor,2003-06-15,A,97,2018-01-21,147527,147527,0,12,44,Single,Some College,2001471699
No,female,1969-07-27,49,Salaried,Not Eligible,Media Center Director School,2010-09-25,A,56,2016-02-17,176404,153394,23010,18,27,Married,Bachelors Degree,2001471700
No,female,1971-03-08,48,Salaried,Not Eligible,Drafter Civil Engineering,2005-12-17,C,69,2014-07-14,109769,98890,10879,5,56,Married,Bachelors Degree,2001471701
Yes,male,1978-05-04,41,Salaried,Not Eligible,Scheduler Materials,2016-05-06,B,53,2016-03-31,147003,137385,9618,24,18,Single,Some College,2001471702
No,female,1970-06-28,48,Hourly,Eligible,IT Audit Supervisor,2007-12-09,A,96,2018-02-28,147131,147131,0,19,76,Married,Some College,2001471703
Yes,female,1975-01-13,44,Hourly,Not Eligible,Hotel Waiter/Waitress,2010-01-17,C,61,2015-03-30,143433,128065,15368,32,23,Married,Some College,2001471704
No,male,1969-04-30,50,Salaried,Not Eligible,Agent Import/Export,2014-02-06,B,33,2017-11-30,162742,159550,3192,5,85,Married,PhD,2001471705
Yes,female,1963-04-15,56,Hourly,Not Eligible,Web Author,2004-04-14,C,53,2017-04-19,186566,184718,1848,20,31,Single,Graduate Degree,2001471706
No,male,1979-12-05,39,Salaried,Eligible,Supervisor Distribution,2008-06-06,B,43,2017-03-26,154686,154686,0,22,98,Married,Bachelors Degree,2001471707
No,male,1971-08-14,47,Salaried,Not Eligible,Medical Surgical Technician,2003-11-08,D,99,2013-10-27,169854,169854,0,10,16,Married,Bachelors Degree,2001471708
No,male,1976-07-05,42,Hourly,Not Eligible,Pathologist Voice,2010-05-01,B,68,2018-03-11,188135,166491,21644,4,52,Single,Bachelors Degree,2001471709
No,male,1964-03-14,55,Salaried,Eligible,Designer Display,2009-07-02,D,79,2015-01-31,190018,190018,0,45,98,Married,Graduate Degree,2001471710
Yes,male,1965-10-19,53,Salaried,Not Eligible,Proof Machine Operator,2004-05-16,D,98,2015-06-09,197831,193951,3880,40,38,Single,Bachelors Degree,2001471711
No,male,1971-02-22,48,Salaried,Not Eligible,Repairer Truck,2010-02-16,A,63,2014-02-20,167850,156869,10981,41,77,Single,PhD,2001471712
No,female,1970-07-30,48,Hourly,Not Eligible,Laundry Manager Hospital,2015-10-24,C,42,2017-10-03,187385,183710,3675,26,62,Married,Graduate Degree,2001471713
No,female,1978-04-06,41,Salaried,Not Eligible,Junior Clerk,2014-06-17,C,94,2016-04-29,85568,79970,5598,12,87,Married,Some College,2001471714
No,female,1970-11-13,48,Salaried,Not Eligible,Bookkeeper Head,2005-08-02,D,91,2014-11-01,190424,174700,15724,3,43,Married,PhD,2001471715
No,male,1971-07-07,47,Salaried,Not Eligible,Surgeon Tree,2013-01-25,A,71,2014-08-05,50218,48755,1463,35,92,Married,Graduate Degree,2001471716
No,female,1980-03-08,39,Salaried,Not Eligible,Technician Library,2011-05-27,D,39,2017-06-21,96301,91715,4586,16,26,Married,Bachelors Degree,2001471717
No,female,1978-03-06,41,Hourly,Not Eligible,Web Author,2013-11-03,D,92,2013-10-21,175360,152486,22874,44,17,Single,Bachelors Degree,2001471718
No,female,1980-09-21,38,Salaried,Eligible,Admin Engineering Supervisor,2015-07-10,C,70,2017-01-17,78488,74045,4443,26,37,Single,PhD,2001471719
No,female,1961-04-22,58,Salaried,Not Eligible,Armored Car Guard & Driver,2012-06-26,A,48,2014-04-06,192742,192742,0,43,47,Single,Graduate Degree,2001471720
Yes,male,1968-09-30,50,Salaried,Not Eligible,Gemologist,2004-03-09,A,92,2015-02-15,166946,149058,17888,22,78,Married,Some College,2001471721
No,male,1973-06-13,46,Salaried,Not Eligible,Fluorescent Lamp Replacer,2016-08-29,A,89,2018-04-12,115914,115914,0,23,42,Married,Bachelors Degree,2001471722
Yes,male,1972-11-27,46,Hourly,Eligible,Priest,2010-08-07,B,45,2018-05-12,174551,174551,0,0,13,Married,Some College,2001471723
No,male,1959-07-03,59,Hourly,Not Eligible,Secretary Medical,2013-09-05,C,62,2016-07-12,170781,161114,9667,4,21,Married,Graduate Degree,2001471724
Yes,male,1973-03-16,46,Salaried,Eligible,Loan Collector Consumer,2009-12-24,A,89,2016-03-08,140844,140844,0,37,59,Married,Graduate Degree,2001471725
